Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
02/15/2002,"Nissan North America, Inc.",NISSAN/FLOOR MAT,UNKNOWN OR OTHER,Vehicle,9640.0,No,No
02/14/2002,"NEW FLYER OF AMERICA, INC.",NEW FLYER/VAPOR/DOOR PANEL ADHESIVE,STRUCTURE,Vehicle,1771.0,No,No
02/13/2002,"Mercedes-Benz USA, LLC",MERCEDES BENZ/TIRES,TIRES,Vehicle,172.0,No,No
02/12/2002,COUNTRY COACH INC,COUNTRY COACH/PREVOST/STEERING GEAR BOX SUPPORT,STEERING,Vehicle,172.0,No,No
02/12/2002,"General Motors, LLC",GM/CLUTCH,POWER TRAIN,Vehicle,1530.0,No,No
02/12/2002,Isuzu Motors Limited,ISUZU/CLUTCH,POWER TRAIN,Vehicle,1368.0,No,No
02/12/2002,"Nissan North America, Inc.",NISSAN/THROTTLE CONTROL SYSTEM,VEHICLE SPEED CONTROL,Vehicle,39000.0,No,No
02/11/2002,"Gulf States Toyota, Inc.",GULF STATES/TRAILER HITCH WIRING HARNESS,TRAILER HITCHES,Vehicle,8609.0,No,No
02/11/2002,Volvo Trucks North America,VOLVO TRUCKS/MERITOR WABCO/ABS VALVE PACKAGES,"SERVICE BRAKES, AIR",Vehicle,1814.0,No,No
02/08/2002,Honda (American Honda Motor Co.),HONDA/FMVSS 209/REAR CENTER SEAT BELT BUCKLE,SEAT BELTS,Vehicle,16459.0,No,No
02/08/2002,Hyundai Motor America,HYUNDAI/INSTRUMENT PANEL BRACKET,UNKNOWN OR OTHER,Vehicle,1174.0,No,No
02/08/2002,"NABI Bus, LLC",NABI/ACCELERATOR PEDAL SPRINGS,VEHICLE SPEED CONTROL,Vehicle,84.0,No,No
02/08/2002,"PREVOST CAR, INCORPORATED",PREVOST/INADVERTENT SLIDE-OUT EXTENSION,UNKNOWN OR OTHER,Vehicle,180.0,No,No
02/07/2002,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/PARKING BRAKE,PARKING BRAKE,Vehicle,316148.0,No,No
02/07/2002,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/PDC WIRE,ELECTRICAL SYSTEM,Vehicle,268740.0,No,No
02/05/2002,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/LPG FLEX HOSE ASSEMBLY,"FUEL SYSTEM, OTHER",Vehicle,69.0,No,No
02/05/2002,Indian Motorcycle Company,INDIAN MOTORCYCLE/GAS TANK VENTING SYSTEM,"FUEL SYSTEM, GASOLINE",Vehicle,146.0,No,No
02/05/2002,Starcraft RV,STARCRAFT/LIFTING SYSTEM,EQUIPMENT,Vehicle,3600.0,No,No
02/05/2002,Volvo Trucks North America,VOLVO TRUCKS/DRIVE AXLE,POWER TRAIN,Vehicle,215.0,No,No
02/04/2002,Ford Motor Company,FORD/REAR AXLE DIFFERENTIAL CASE,POWER TRAIN,Vehicle,1096.0,No,No
02/04/2002,"Kalmar Solutions, LLC",KALMAR\MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,181.0,No,No
02/04/2002,PACCAR Incorporated,PACCAR/KENWORTH/PD BOX,ELECTRICAL SYSTEM,Vehicle,44.0,No,No
02/01/2002,Great Dane Trailers,GREAT DANE/PINTLE HOOK ASSEMBLY,TRAILER HITCHES,Vehicle,140.0,No,No
01/31/2002,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FMVSS 301/ORVR,"FUEL SYSTEM, GASOLINE",Vehicle,71677.0,No,No
01/31/2002,"Volkswagen Group of America, Inc.",VW/ABS ECU,"SERVICE BRAKES, HYDRAULIC",Vehicle,55000.0,No,No
01/29/2002,"Mitsubishi Fuso Truck of America, Inc.",MITSUBISHI FUSO TRUCK/VACUUM PUMP ASSEMBLY,"SERVICE BRAKES, HYDRAULIC",Vehicle,836.0,No,No
01/29/2002,RELIANCE TRAILER COMPANY,RELIANCE/ARVINMERITOR/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,15.0,No,No
01/25/2002,"General Motors, LLC",GM/AIR BAG INFLATOR MODULES,AIR BAGS,Vehicle,1730.0,No,No
01/25/2002,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/FMVSS 209/REAR SEAT BELT BUCKLE,SEAT BELTS,Vehicle,57.0,No,No
01/25/2002,"Volkswagen Group of America, Inc.",VW/FILLER NECK/TIRE ABRASION,"FUEL SYSTEM, GASOLINE",Vehicle,487284.0,No,No
01/24/2002,"Foretravel, Inc.",FORETRAVEL/WINDSHIELD WIPER ASSEMBLY,VISIBILITY,Vehicle,81.0,No,No
01/23/2002,Land Rover,LAND ROVER/THROTTLE CABLE,VEHICLE SPEED CONTROL,Vehicle,64925.0,No,No
01/22/2002,Pierce Manufacturing,PIERCE/FEDERAL SIGNAL/FIRE-RAY STROBE LIGHTS,EXTERIOR LIGHTING,Vehicle,45.0,No,No
01/22/2002,FREIGHTLINER LLC,FREIGHTLINER/MERITOR WABCO/ABS VALVE PACKAGES,"SERVICE BRAKES, AIR",Vehicle,5176.0,No,No
01/22/2002,Land Rover,LAND ROVER/ABS ECU,"SERVICE BRAKES, HYDRAULIC",Vehicle,55505.0,No,No
01/22/2002,Q VALE AUTOMOTIVE GROUP,QVALE/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,215.0,No,No
01/20/2002,Volvo Trucks North America,VOLVO TRUCKS/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,115.0,No,No
01/18/2002,Ford Motor Company,FORD/FMVSS 121/AIR BRAKE LINES,"SERVICE BRAKES, AIR",Vehicle,546.0,No,No
01/18/2002,"Mack Trucks, Inc.",MACK/STEERING,STEERING,Vehicle,869.0,No,No
01/18/2002,Toyota Motor Engineering & Manufacturing,TOYOTA/REAR SUSPENSION,SUSPENSION,Vehicle,273743.0,No,No
01/17/2002,"General Motors, LLC",GM/FMVSS 210/214/SEAT BELT ANCHORAGE,SEAT BELTS,Vehicle,790.0,No,No
01/15/2002,"Big Dog Motorcycles, LLC",BIG DOG/REAR FENDER,STRUCTURE,Vehicle,286.0,No,No
01/15/2002,PACCAR Incorporated,PACCAR/MERITOR WABCO/ABS VALVE PACKAGES,"SERVICE BRAKES, AIR",Vehicle,2302.0,No,No
01/15/2002,Volvo Trucks North America,VOLVO TRUCKS/FMVSS 108/REFLECTORS,EXTERIOR LIGHTING,Vehicle,184.0,No,No
01/15/2002,"WESTERN RECREATIONAL VEHICLES, INC.",WESTERN RV/GRAND HALL/PROPANE REGULATOR,"FUEL SYSTEM, OTHER",Vehicle,,No,No
01/14/2002,"Coachmen RV Company, LLC",COACHMEN/GAS GENERATOR,EQUIPMENT,Vehicle,206.0,No,No
01/11/2002,Ducati North America,DUCATI/FUEL PUMP FLANGE/FUEL TANK,"FUEL SYSTEM, GASOLINE",Vehicle,147.0,No,No
01/11/2002,"Nissan North America, Inc.",NISSAN/FMVSS 101/ODOMETER,POWER TRAIN,Vehicle,843.0,No,No
01/11/2002,"PREVOST CAR, INCORPORATED",PREVOST/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,196.0,No,No
01/09/2002,"Coachmen RV Company, LLC",COACHMEN/SPARE TIRE CARRIER,EQUIPMENT,Vehicle,226.0,No,No
01/08/2002,Ford Motor Company,FORD/FMVSS 120/LABEL,EQUIPMENT,Vehicle,393.0,No,No
01/07/2002,MONACO COACH CORPORATION,MONACO/MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,5956.0,No,No
01/04/2002,BUELL MOTORCYCLE CO.,BUELL/FRONT SHOCK ABSORBER MOUNT,SUSPENSION,Vehicle,387.0,No,No
01/04/2002,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FENDER TIP LIGHT,EXTERIOR LIGHTING,Vehicle,28949.0,No,No
01/04/2002,"SAAB CARS USA, INC.",SAAB/STEERING KNUCKLE,STEERING,Vehicle,2601.0,No,No
01/04/2002,"Strick Trailers, LLC",STRICK/SUSPENSION CRACKS,SUSPENSION,Vehicle,78.0,No,No
01/02/2002,COUNTRY COACH INC,COUNTRY COACH/STEERING,STEERING,Vehicle,172.0,No,No
12/21/2001,Ford Motor Company,FORD/ENGINE COOLING FAN,ENGINE AND ENGINE COOLING,Vehicle,695260.0,No,No
12/21/2001,Ford Motor Company,FORD/ENGINE COOLING FAN BEARING,ENGINE AND ENGINE COOLING,Vehicle,695260.0,No,No
12/21/2001,"Mack Trucks, Inc.",MACK/POWER STEERING,STEERING,Vehicle,7500.0,No,No
12/19/2001,Motor Coach Industries,MCI/TRW STEERING SYSTEMS/TIE ROD ENDS (20EDL),STEERING,Vehicle,596.0,No,No
12/18/2001,"General Motors, LLC",GM/FMVSS 210/SEAT BELT ANCHOR BOLTS,SEAT BELTS,Vehicle,327.0,No,No
12/17/2001,FREIGHTLINER LLC,FREIGHTLINER/ELECTRICAL,ELECTRICAL SYSTEM,Vehicle,3500.0,No,No
12/17/2001,Mazda North American Operations,MAZDA/FMVSS 135/BRAKE STOPPING DISTANCE,"SERVICE BRAKES, HYDRAULIC",Vehicle,19000.0,No,No
12/14/2001,"POLARIS INDUSTRIES, INC.",VICTORY/POLARIS/FUEL PUMP FASTENERS,"FUEL SYSTEM, GASOLINE",Vehicle,10.0,No,No
12/13/2001,EQUIPEMENT LABRIE LTEE,EQUIPMENT LABRIE/STEERING GEAR,STEERING,Vehicle,45.0,No,No
12/13/2001,"General Motors, LLC",GM/FMVSS 225/SEAT LATCH ANCHOR WIRE,SEATS,Vehicle,75816.0,No,No
12/13/2001,Honda (American Honda Motor Co.),HONDA/FMVSS 209/REAR SEAT BELT BUCKLE,SEAT BELTS,Vehicle,16459.0,No,No
12/13/2001,"KRYSTAL KOACH, INC",KRYSTAL/FMVSS 120/TIRE PLACARD LABEL,EQUIPMENT,Vehicle,587.0,No,No
12/13/2001,Pierce Manufacturing,PIERCE/ALTERNATOR CABLE ROUTING,ELECTRICAL SYSTEM,Vehicle,17.0,No,No
12/12/2001,ENVIRONMENTAL PRODUCTS GROUP,ATHEY/EPG/ABS VALVES,"SERVICE BRAKES, HYDRAULIC",Vehicle,160.0,No,No
12/12/2001,"THOMAS BUILT BUSES, INC.",FREIGHTLINER/THOMAS BUILT/FMVSS 217/ROOF HATCH,STRUCTURE,Vehicle,57.0,No,No
12/12/2001,"General Motors, LLC",GM/FMVSS 208/214/WELDS,STRUCTURE,Vehicle,897.0,No,No
12/12/2001,"Nissan North America, Inc.",NISSAN/FMVSS 108/HEADLAMP CAP,EXTERIOR LIGHTING,Vehicle,81393.0,No,No
12/11/2001,ENVIRONMENTAL PRODUCTS GROUP,EPG/MERITOR WABCO ABS/FMVSS 105,"SERVICE BRAKES, AIR",Vehicle,160.0,No,No
12/11/2001,"Jayco, Inc.",JAYCO/SWAY BAR,SUSPENSION,Vehicle,697.0,No,No
12/11/2001,Pierce Manufacturing,PIERCE/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,54.0,No,No
12/11/2001,Toyota Motor Engineering & Manufacturing,TOYOTA/AIR BAG,AIR BAGS,Vehicle,19587.0,No,No
12/11/2001,Toyota Motor Engineering & Manufacturing,TOYOTA/BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,1697.0,No,No
12/05/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/AIR BAG,AIR BAGS,Vehicle,102000.0,No,No
12/05/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FUEL INLET CHECK VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,50200.0,No,No
12/05/2001,"FTCA, Inc.",FLEETWOOD FOLDING TRAILER/EMERGENCY EXIT,VISIBILITY,Vehicle,111.0,No,No
12/05/2001,"FTCA, Inc.",FLEETWOOD FOLDING TRAILER/WATER TANK SUPPORT,UNKNOWN OR OTHER,Vehicle,406.0,No,No
12/04/2001,"General Motors, LLC",GM/FMVSS 120/TIRE MARKINGS,TIRES,Vehicle,115.0,No,No
12/04/2001,"General Motors, LLC",GM/UPPER BALL JOINT SEPARATION,SUSPENSION,Vehicle,,No,No
12/04/2001,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/BATTERY,ELECTRICAL SYSTEM,Vehicle,65731.0,No,No
12/03/2001,"General Motors, LLC",GM/MULTIFUNCTION SWITCH,EXTERIOR LIGHTING,Vehicle,506377.0,No,No
11/29/2001,Ford Motor Company,FORD/REAR WHEEL BEARINGS,WHEELS,Vehicle,238653.0,No,No
11/29/2001,FREIGHTLINER LLC,FREIGHTLINER/REAR SUSPENSION,SUSPENSION,Vehicle,219.0,No,No
11/29/2001,Hyundai Motor America,HYUNDAI/POWERTRAIN,POWER TRAIN,Vehicle,1963.0,No,No
11/28/2001,"General Coach America, Inc.",GENERAL COACH/REAR AXLE SHAFT,SUSPENSION,Vehicle,128.0,No,No
11/27/2001,MONACO COACH CORPORATION,MONACO/FMVSS 108/RELFECTORS,EXTERIOR LIGHTING,Vehicle,455.0,No,No
11/26/2001,"BMW of North America, LLC",BMW/TIRES,TIRES,Vehicle,1318.0,No,No
11/26/2001,COUNTRY COACH INC,COUNTRY COACH/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,194.0,No,No
11/26/2001,Honda (American Honda Motor Co.),HONDA/SEAT BELT PRETENSIONER,SEAT BELTS,Vehicle,6744.0,No,No
11/23/2001,COUNTRY COACH INC,COUNTRY COACH/WINDSHIELD WIPERS,VISIBILITY,Vehicle,21.0,No,No
11/20/2001,IC CORPORATION,AMTRAN/HEATER/DEFROSTER BLOWER MOTOR,VISIBILITY,Vehicle,11944.0,No,No
11/20/2001,IC CORPORATION,AMTRAN/WIRING DIAGRAM DECAL,ELECTRICAL SYSTEM,Vehicle,3190.0,No,No
11/16/2001,RANSOMES CORPORATION,CUSHMAN/FUEL LINE LEAK,"FUEL SYSTEM, GASOLINE",Vehicle,527.0,No,No
11/16/2001,"Nissan North America, Inc.",NISSAN/CRANK POSITION SENSOR,ENGINE AND ENGINE COOLING,Vehicle,103000.0,No,No
11/15/2001,IC CORPORATION,AMTRAN/HEATER HARNESS WIRING,ELECTRICAL SYSTEM,Vehicle,307.0,No,No
11/15/2001,COUNTRY COACH INC,COUNTRY COACH/FMVSS 121/BRAKE HOSE CHAFFING,"SERVICE BRAKES, HYDRAULIC",Vehicle,302.0,No,No
11/15/2001,FREIGHTLINER LLC,FREIGHTLINER/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,2700.0,No,No
11/15/2001,"Navistar, Inc.",INTERNATIONAL/STEERING CONNECTION,STEERING,Vehicle,558.0,No,No
11/13/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/EVAPORATIVE CANISTER,ENGINE AND ENGINE COOLING,Vehicle,38700.0,No,No
11/13/2001,MONACO COACH CORPORATION,MONACO/SUSPENSION,SUSPENSION,Vehicle,99.0,No,No
11/09/2001,Eldorado National-Kansas,ELDORADO/MERITOR WABCO ABS/FMVSS 105,"SERVICE BRAKES, AIR",Vehicle,10.0,No,No
11/08/2001,PACCAR Incorporated,PACCAR/FRONT AXLE,WHEELS,Vehicle,14.0,No,No
11/07/2001,Chrysler Group Global Electric Motorcars,GLOBAL ELECTRIC/STEERING,STEERING,Vehicle,5300.0,No,No
11/06/2001,Hyundai Motor America,HYUNDAI/PCV VALVE AND HOSE,VEHICLE SPEED CONTROL,Vehicle,49371.0,No,No
11/06/2001,Hyundai Motor America,HYUNDAI/SEAT BELT D-RING GUIDE,SEAT BELTS,Vehicle,42782.0,No,No
11/06/2001,Hyundai Motor America,HYUNDAI/SRS AIR BAG WARNING LIGHT,AIR BAGS,Vehicle,86513.0,No,No
11/06/2001,Oshkosh Corporation,OSHKOSH/FRAME RAILS,STRUCTURE,Vehicle,816.0,No,No
11/05/2001,"Mitsubishi Motors North America, Inc.",MITSUBISHI AMERICA/CRANKSHAFT PULLEY BOLT,ENGINE AND ENGINE COOLING,Vehicle,18630.0,No,No
11/02/2001,Blue Bird Body Company,BLUE BIRD/SUSPENSION,SUSPENSION,Vehicle,2692.0,No,No
11/02/2001,"Triumph Motorcycles America, Ltd.",TRIUMPH/CLUTCH CABLE,POWER TRAIN,Vehicle,3427.0,No,No
11/01/2001,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/FMVSS 108/REFLECTORS,EXTERIOR LIGHTING,Vehicle,118.0,No,No
11/01/2001,"THOMAS BUILT BUSES, INC.",FREIGHTLINER/THOMAS BUILT/FMVSS 222/SEAT,SEATS,Vehicle,708.0,No,No
11/01/2001,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/CRANKSHAFT PULLEY BOLT,ENGINE AND ENGINE COOLING,Vehicle,8887.0,No,No
10/31/2001,AM GENERAL LLC,AM GENERAL/TURN SIGNAL SWITCH,EXTERIOR LIGHTING,Vehicle,2839.0,No,No
10/25/2001,PACCAR Incorporated,PACCAR/KENWORTH/DRIVELINE FASTENERS,POWER TRAIN,Vehicle,237.0,No,No
10/22/2001,"COACHMEN INDUSTRIES, INC.",COACHMEN/WORKHORSE/REAR AXLE U-BOLTS,SUSPENSION,Vehicle,14.0,No,No
10/22/2001,Honda (American Honda Motor Co.),HONDA/AIR CLEANER,ENGINE AND ENGINE COOLING,Vehicle,295.0,No,No
10/22/2001,"VERITRANS SPECIALTY VEHICLES, INC.",MCCOY MILLER/COT BRACKET,UNKNOWN OR OTHER,Vehicle,73.0,No,No
10/22/2001,MONACO COACH CORPORATION,MONACO/TELEVISION MOUNTING,EQUIPMENT,Vehicle,185.0,No,No
10/18/2001,Blue Bird Body Company,BLUE BIRD/SEAT BELT,SEAT BELTS,Vehicle,158.0,No,No
10/17/2001,Ford Motor Company,FORD/SUSPENSION MOUNTING BRACKET,SUSPENSION,Vehicle,7306.0,No,No
10/17/2001,"General Motors, LLC",GM/TRANSFER CASE CONTROL MODULE,POWER TRAIN,Vehicle,78004.0,No,No
10/16/2001,Skyline Corporation,SKYLINE/SUBURBAN/FURNACE,EQUIPMENT,Vehicle,39.0,No,No
10/11/2001,MONACO COACH CORPORATION,MONACO/TAG AXLE,SUSPENSION,Vehicle,677.0,No,No
10/10/2001,"Kawasaki Motors Corp., U.S.A.",KAWASAKI/TIRE VALVE STEM NUTS,TIRES,Vehicle,6305.0,No,No
10/10/2001,Toyota Motor Engineering & Manufacturing,TOYOTA/INTAKE MANIFOLD VACUUM,"SERVICE BRAKES, HYDRAULIC",Vehicle,42198.0,No,No
10/10/2001,"Volkswagen Group of America, Inc.",VW/REAR SPEAKER AMPLIFIER,EQUIPMENT,Vehicle,4300.0,No,No
10/10/2001,"Volkswagen Group of America, Inc.",VW/REAR TRACT CONTROL ARM,SUSPENSION,Vehicle,3700.0,No,No
10/09/2001,NOVA BUS INCORPORATED,NOVABUS/BUS DOOR PANEL,STRUCTURE,Vehicle,43.0,No,No
10/09/2001,NOVA BUS INCORPORATED,NOVABUS/THROTTLE CONTROL/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,190.0,No,No
10/09/2001,"Nu Wa Industries, Inc.",NU WA/FMVSS 108/TAIL LIGHT,EXTERIOR LIGHTING,Vehicle,717.0,No,No
10/05/2001,Blue Bird Body Company,BLUE BIRD/BRAKE MOUNTING NUTS,"SERVICE BRAKES, AIR",Vehicle,1500.0,No,No
10/04/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FMVSS 225/OWNER MANUAL INFO,CHILD SEAT,Vehicle,52649.0,No,No
10/04/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/KNEE BLOCKER TRIM PANEL,UNKNOWN OR OTHER,Vehicle,72000.0,No,No
10/04/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/REAR DIFFERENTIAL MOUNTING BRACKET,SUSPENSION,Vehicle,4645.0,No,No
10/04/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/STEERING RACK MOUNTING BRACKET,STEERING,Vehicle,7050.0,No,No
10/04/2001,WORKHORSE CUSTOM CHASSIS,WORKHORSE/REAR AXLE U-BOLTS,SUSPENSION,Vehicle,5011.0,No,No
10/03/2001,Blue Bird Body Company,BLUE BIRD/FMVSS 225/TETHER ANCHORAGE,CHILD SEAT,Vehicle,19.0,No,No
10/03/2001,Ford Motor Company,FORD/AUTOLIV/AIRBAG INFLATORS,AIR BAGS,Vehicle,911.0,No,No
10/03/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/LIGHTS,EXTERIOR LIGHTING,Vehicle,13492.0,No,No
10/03/2001,"SAAB CARS USA, INC.",SAAB/TIE ROD END RETAINING NUTS,STEERING,Vehicle,1366.0,No,No
10/01/2001,"Brenner Tank, LLC",BRENNER/FMVSS 121/BENDIX ABS ECU,"SERVICE BRAKES, AIR",Vehicle,16.0,No,No
10/01/2001,"CHANCE COACH, INC.",CHANCE COACH/TRANSMISSION DIPSTICKS,POWER TRAIN,Vehicle,45.0,No,No
10/01/2001,Toyota Motor Corporation,SOUTHEAST TOYOTA/TIRES,TIRES,Vehicle,19.0,No,No
09/26/2001,Hyundai Motor America,HYUNDAI/FMVSS 110/TIRE PRESSURE LABEL,EQUIPMENT,Vehicle,3255.0,No,No
09/26/2001,PACCAR Incorporated,PACCAR/KENWORTH/FMVSS 103/DEFOGGING,VISIBILITY,Vehicle,2670.0,No,No
09/25/2001,"Mitsubishi Motors North America, Inc.",MITSUBISHI AMERICA/POWER STEERING TUBE,STEERING,Vehicle,25803.0,No,No
09/25/2001,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/POWER STEERING TUBE,STEERING,Vehicle,87.0,No,No
09/25/2001,"PREVOST CAR, INCORPORATED",PREVOST/STEERING GEAR BOX SUPPORT,STEERING,Vehicle,1153.0,No,No
09/25/2001,Toyota Motor Engineering & Manufacturing,TOYOTA/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,2.0,No,No
09/24/2001,"Ferrari North America, Inc.",FERRARI/WHEEL BOLT INSERTS,WHEELS,Vehicle,468.0,No,No
09/24/2001,"General Motors, LLC",GM/WET BRAKE PERFORMANCE,"SERVICE BRAKES, HYDRAULIC",Vehicle,,No,No
09/24/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/FMVSS 121/BRAKE LINE,"SERVICE BRAKES, AIR",Vehicle,68.0,No,No
09/24/2001,"Mack Trucks, Inc.",MACK/FRONT SPRINGS,SUSPENSION,Vehicle,483.0,No,No
09/24/2001,"Mack Trucks, Inc.",MACK/TRW TIE ROD ENDS (20EDL),STEERING,Vehicle,8794.0,No,No
09/24/2001,Newmar Corporation,NEWMAR/CARBON MONOXIDE FUMES,UNKNOWN OR OTHER,Vehicle,31.0,No,No
09/21/2001,INDEPENDENCE MOTORCYCLE CO.,FOCUS/INDEPENDENCE/TRANSMISSION,POWER TRAIN,Vehicle,208.0,No,No
09/20/2001,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FUEL HOSE,"FUEL SYSTEM, GASOLINE",Vehicle,25711.0,No,No
09/17/2001,FREIGHTLINER LLC,FREIGHTLINER/TRW TIE ROD ENDS (20EDL),STEERING,Vehicle,75000.0,No,No
09/17/2001,"Kawasaki Motors Corp., U.S.A.",KAWASAKI/WIRING HARNESS ROUTING,ELECTRICAL SYSTEM,Vehicle,3100.0,No,No
09/15/2001,"Winnebago Industries, Inc.",WINNEBAGO/WHEEL COVER,WHEELS,Vehicle,396.0,No,No
09/10/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/INSTRUMENT CLUSTER,ELECTRICAL SYSTEM,Vehicle,43000.0,No,No
09/10/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/TIRES,TIRES,Vehicle,151.0,No,No
09/10/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/STEERING SHAFT,STEERING,Vehicle,242.0,No,No
09/10/2001,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/UPPER CONTROL ARM,SUSPENSION,Vehicle,870.0,No,No
09/10/2001,MONACO COACH CORPORATION,MONACO/BATTERY CABLE ROUTING,ELECTRICAL SYSTEM,Vehicle,83.0,No,No
09/06/2001,COUNTRY COACH INC,COUNTRY COACH/FMVSS 120/TIRE INFLATION PRESSURE,EQUIPMENT,Vehicle,735.0,No,No
09/06/2001,U.S. BUS CORPORATION,US BUS/FMVSS 221/BUS JOINTS,STRUCTURE,Vehicle,188.0,No,No
09/05/2001,"General Motors, LLC",GM/TRANSMISSION TRANSFER CASE,POWER TRAIN,Vehicle,895.0,No,No
09/05/2001,"Gulf Stream Coach, Inc.",GULF STREAM/LP GAS TANK BRACKET,"FUEL SYSTEM, GASOLINE",Vehicle,272.0,No,No
09/05/2001,NATIONAL R.V. INC.,NATIONAL RV/PINBOX WELD,TRAILER HITCHES,Vehicle,1272.0,No,No
09/05/2001,U.S. CARGO,US CARGO/DEXTER AXLE/AXLE/BRAKE DRUM,SUSPENSION,Vehicle,26.0,No,No
09/04/2001,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/BRAKE BOOSTER,"SERVICE BRAKES, HYDRAULIC",Vehicle,345.0,No,No
09/01/2001,"General Motors, LLC",GM/INLET ELBOW SEPARATION,"FUEL SYSTEM, OTHER",Vehicle,,No,No
08/30/2001,"Nissan North America, Inc.",NISSAN/REAR DOOR HATCH,STRUCTURE,Vehicle,31000.0,No,No
08/29/2001,"Nissan North America, Inc.",NISSAN/STEEL WHEELS,WHEELS,Vehicle,115000.0,No,No
08/28/2001,"VERITRANS SPECIALTY VEHICLES, INC.",GOSHEN COACH/BRAKE RETARDER,POWER TRAIN,Vehicle,33.0,No,No
08/28/2001,PACCAR Incorporated,PACCAR/TRW TIE ROD ENDS (20EDL),STEERING,Vehicle,2294.0,No,No
08/27/2001,Shyft Group,SPARTAN/DRIVE AXLE SUSPENSION,SUSPENSION,Vehicle,49.0,No,No
08/26/2001,IC CORPORATION,AMTRAN/FLIP SEAT,SEATS,Vehicle,3694.0,No,No
08/26/2001,IC CORPORATION,AMTRAN/THROTTLE STICKING,VEHICLE SPEED CONTROL,Vehicle,1432.0,No,No
08/24/2001,"BMW of North America, LLC",BMW/FUEL LINE CHAFING,"FUEL SYSTEM, GASOLINE",Vehicle,1090.0,No,No
08/23/2001,"Mack Trucks, Inc.",MACK TRUCKS/JVS ELECTRONIC CONTROLLERS,PARKING BRAKE,Vehicle,4.0,No,No
08/23/2001,PACCAR Incorporated,PACCAR/KENWORTH/DANA/BRAKE LINING,"SERVICE BRAKES, HYDRAULIC",Vehicle,3000.0,No,No
08/22/2001,Collins Bus Corporation,COLLINS/FLOOR MOUNTED TRACKS,UNKNOWN OR OTHER,Vehicle,107.0,No,No
08/22/2001,"NEW FLYER OF AMERICA, INC.",NEW FLYER/TIE ROD END CLAMP LOCK NUTS,STEERING,Vehicle,1552.0,No,No
08/21/2001,"General Motors, LLC",GM/POWER SLIDING DOOR,LATCHES/LOCKS/LINKAGES,Vehicle,248737.0,No,No
08/21/2001,"Foretravel, Inc.",VOLVO TRUCKS/MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,30.0,No,No
08/15/2001,Ford Motor Company,FORD/AUXILIARY A/C BLOWER MOTOR WIRING,EQUIPMENT,Vehicle,413245.0,No,No
08/15/2001,Ford Motor Company,FORD/WINDSHIELD WIPER MOTOR COVER,VISIBILITY,Vehicle,598256.0,No,No
