Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
08/03/1999,Ford Motor Company,FORD/FUEL TANK STRAPS,"FUEL SYSTEM, GASOLINE",Vehicle,2785.0,No,No
08/03/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/STEERING,STEERING,Vehicle,167.0,No,No
08/02/1999,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/THROTTLE BODY,VEHICLE SPEED CONTROL,Vehicle,3247.0,No,No
07/28/1999,Ford Motor Company,FORD/TRANSAXLE,POWER TRAIN,Vehicle,326.0,No,No
07/27/1999,FREIGHTLINER LLC,FREIGHTLINER/ENGINE STALL,ELECTRICAL SYSTEM,Vehicle,320.0,No,No
07/26/1999,"General Motors, LLC",GM/FMVSS 108/TURN SIGNAL LAMPS,EXTERIOR LIGHTING,Vehicle,1395.0,No,No
07/26/1999,"General Motors, LLC",GM/FMVSS 301/FUEL TANK VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,1300.0,No,No
07/26/1999,Hyundai Motor America,HYUNDAI/FMVSS 110/TIRE PRESSURE PLACARD,EQUIPMENT,Vehicle,649.0,No,No
07/23/1999,Damon Corporation,DAMON/GENERATOR MUFFLER STRAP,EQUIPMENT,Vehicle,1767.0,No,No
07/23/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FUEL TANK VENT FITTING,"FUEL SYSTEM, GASOLINE",Vehicle,10241.0,No,No
07/23/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/SIDECAR AXLE,UNKNOWN OR OTHER,Vehicle,316.0,No,No
07/22/1999,"CHANCE COACH, INC.",CHANCE COACH/JUNCTION BOX,ELECTRICAL SYSTEM,Vehicle,195.0,No,No
07/20/1999,IC CORPORATION,AMTRAN/HANDRAIL,STRUCTURE,Vehicle,91.0,No,No
07/20/1999,Ford Motor Company,FORD/THROTTLE CABLE,VEHICLE SPEED CONTROL,Vehicle,159565.0,No,No
07/19/1999,"General Motors, LLC",GM/ABS,"SERVICE BRAKES, HYDRAULIC",Vehicle,2400000.0,No,No
07/19/1999,"General Motors, LLC",GM/ABS,"SERVICE BRAKES, HYDRAULIC",Vehicle,1125749.0,No,No
07/16/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/HYDRAULIC CLUTCH LINE,POWER TRAIN,Vehicle,8378.0,No,No
07/16/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/WINDSHIELD WIPER,VISIBILITY,Vehicle,828559.0,No,No
07/16/1999,Mazda North American Operations,MAZDA/REAR DOOR LOCK LINKAGE,LATCHES/LOCKS/LINKAGES,Vehicle,13030.0,No,No
07/15/1999,"BEALL TRAILERS OF MONTANA, INC",BEALL/EMCO/FUEL VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,15.0,No,No
07/15/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/TRUCK HUB,SUSPENSION,Vehicle,80.0,No,No
07/12/1999,"Yamaha Motor Corporation, USA",YAMAHA/COOLANT SYSTEM,ENGINE AND ENGINE COOLING,Vehicle,6373.0,No,No
07/09/1999,"General Motors, LLC",GM/ABS MOTOR SHORT,"SERVICE BRAKES, HYDRAULIC",Vehicle,168559.0,No,No
07/09/1999,LEISURE TRAVEL VANS,LEISURE TRAVEL/EMERGENCY BRAKE,PARKING BRAKE,Vehicle,211.0,No,No
07/09/1999,PACCAR Incorporated,PACCAR/ENGINE STALL,ELECTRICAL SYSTEM,Vehicle,272.0,No,No
07/07/1999,DEMPSTER INDUSTRIES INC.,DEMPSTER/PART 567/LABEL,EQUIPMENT,Vehicle,57.0,No,No
07/07/1999,Hyundai Motor America,HYUNDAI/AUTOMATIC TRANSMISSION,POWER TRAIN,Vehicle,11530.0,No,No
07/07/1999,Mazda North American Operations,MAZDA/FUEL INJECTORS,ENGINE AND ENGINE COOLING,Vehicle,5600.0,No,No
07/02/1999,Damon Corporation,DAMON/TUTHILL/SUSPENSION,SUSPENSION,Vehicle,49.0,No,No
07/02/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/TUTHILL/SUSPENSION,SUSPENSION,Vehicle,388.0,No,No
07/02/1999,FREIGHTLINER LLC,FREIGHTLINER/AXLE CLAMPS,SUSPENSION,Vehicle,204.0,No,No
07/02/1999,"THOMAS BUILT BUSES, INC.",SEAT BELT TETHER BELTS,SEATS,Vehicle,744.0,No,No
07/02/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT/FMVSS 124/ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,1307.0,No,No
07/02/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT/FMVSS 222,SEATS,Vehicle,2175.0,No,No
07/02/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT/FUEL TANK STRAP FASTENERS,"FUEL SYSTEM, GASOLINE",Vehicle,274.0,No,No
07/02/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT/WARNING LABEL,EQUIPMENT,Vehicle,1123.0,No,No
07/01/1999,NOVA BUS INCORPORATED,NOVA BUS/SLACK ADJUSTER,"SERVICE BRAKES, AIR",Vehicle,350.0,No,No
06/30/1999,"Ferrari North America, Inc.",FERRARI/FUEL LINES,"FUEL SYSTEM, GASOLINE",Vehicle,268.0,No,No
06/30/1999,"Ferrari North America, Inc.",FERRARI/FUEL LINES,VISIBILITY,Vehicle,248.0,No,No
06/30/1999,"Ferrari North America, Inc.",FERRARI/STEERING,STEERING,Vehicle,118.0,No,No
06/30/1999,"Winnebago Industries, Inc.",WINNEBAGO/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,438.0,No,No
06/29/1999,Blue Bird Body Company,BLUE BIRD/SUSPENSION,SUSPENSION,Vehicle,204.0,No,No
06/29/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/TIRES,TIRES,Vehicle,17.0,No,No
06/29/1999,Ford Motor Company,FORD/SECONDARY HOOD LATCH,LATCHES/LOCKS/LINKAGES,Vehicle,854288.0,No,No
06/28/1999,"Suzuki Motor USA, LLC",SUZUKI/FRONT SEAT BELT LOWER ANCHOR BOLTS,SEAT BELTS,Vehicle,1273.0,No,No
06/28/1999,"Suzuki Motor USA, LLC",SUZUKI/REAR STEREO SPEAKER WIRE,EQUIPMENT,Vehicle,1273.0,No,No
06/24/1999,Honda (American Honda Motor Co.),HONDA/AIR INTAKE RESONATOR,VEHICLE SPEED CONTROL,Vehicle,31097.0,No,No
06/24/1999,Honda (American Honda Motor Co.),HONDA/REMOTE DOOR CONTROL,LATCHES/LOCKS/LINKAGES,Vehicle,6714.0,No,No
06/24/1999,Honda (American Honda Motor Co.),HONDA/SLIDING DOOR LATCH,LATCHES/LOCKS/LINKAGES,Vehicle,19830.0,No,No
06/23/1999,OTTAWA TRUCK CORPORATION,OTTAWA/AIR BRAKE VALVE WIRING,"SERVICE BRAKES, HYDRAULIC",Vehicle,842.0,No,No
06/23/1999,Volvo Trucks North America,VOLVO TRUCKS/CATERPILLAR/DIESEL ENGINE,ENGINE AND ENGINE COOLING,Vehicle,162.0,No,No
06/22/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/TRAILER HITCH BOLT,TRAILER HITCHES,Vehicle,417.0,No,No
06/22/1999,"Entrans International, LLC",POLAR/EMCO/FUEL VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,221.0,No,No
06/18/1999,RELIANCE TRAILER COMPANY,RELIANCE/FRAME CRACKS,STRUCTURE,Vehicle,26.0,No,No
06/17/1999,Glendale Recreational Vehicles,GLENDALE/FIFTH WHEEL BRAKE WIRE,"SERVICE BRAKES, ELECTRIC",Vehicle,239.0,No,No
06/15/1999,Blue Bird Body Company,BLUE BIRD/PASSENGER SEATS,SEATS,Vehicle,41260.0,No,No
06/14/1999,IC CORPORATION,AMTRAN/FMVSS 217/EXIT WINDOWS,VISIBILITY,Vehicle,1591.0,No,No
06/14/1999,Ford Motor Company,FORD/FMVSS 135/WARNING STATEMENT,"SERVICE BRAKES, HYDRAULIC",Vehicle,789723.0,No,No
06/14/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FMVSS 120/CERTIFICATION LABEL,EQUIPMENT,Vehicle,116.0,No,No
06/14/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FMVSS 122/BRAKE FLUID LABEL,"SERVICE BRAKES, HYDRAULIC",Vehicle,116.0,No,No
06/14/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FMVSS 123/CHOKE LEVER LABEL,EQUIPMENT,Vehicle,116.0,No,No
06/14/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/PART 575/OWNER'S MANUAL,EQUIPMENT,Vehicle,116.0,No,No
06/09/1999,FREIGHTLINER LLC,FREIGHTLINER/AIR TANK DRAIN HEATER,"SERVICE BRAKES, AIR",Vehicle,32.0,No,No
06/09/1999,FREIGHTLINER LLC,FREIGHTLINER/CIGARETTE LIGHTER,EQUIPMENT,Vehicle,560.0,No,No
06/09/1999,FREIGHTLINER LLC,FREIGHTLINER/STEERING COLUMN BOLTS,STEERING,Vehicle,666.0,No,No
06/08/1999,"General Motors, LLC",GM/SEAT BACK,SEATS,Vehicle,187459.0,No,No
06/04/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/BATTERY CABLE,ELECTRICAL SYSTEM,Vehicle,145.0,No,No
06/04/1999,"Rolls-Royce Motor Cars, Ltd.",ROLLS ROYCE/SEATS,SEATS,Vehicle,639.0,No,No
06/03/1999,BUELL MOTORCYCLE CO.,BUELL/AIR CLEANER,ENGINE AND ENGINE COOLING,Vehicle,1177.0,No,No
06/02/1999,Ford Motor Company,FORD/OVERHEAD CONSOLE BRACKET,STRUCTURE,Vehicle,15900.0,No,No
06/02/1999,"Jaguar Cars, Ltd.",JAGUAR\TRANSMISSION,POWER TRAIN,Vehicle,189.0,No,No
06/01/1999,DAEWOO MOTOR GUAM,DAEWOO GUAM\FMVSS 214/SIDE DOOR STRENGTH,AIR BAGS,Vehicle,124.0,No,No
06/01/1999,Ducati North America,DUCATI/TRANSMISSION,POWER TRAIN,Vehicle,800.0,No,No
05/27/1999,PACCAR Incorporated,PACCAR/TRUCK HUB,SUSPENSION,Vehicle,13.0,No,No
05/25/1999,Damon Corporation,DAMON/ELECTRICAL WIRING,ELECTRICAL SYSTEM,Vehicle,52.0,No,No
05/24/1999,BUELL MOTORCYCLE CO.,BUELL/BATTERY CABLE,ELECTRICAL SYSTEM,Vehicle,1765.0,No,No
05/24/1999,BUELL MOTORCYCLE CO.,BUELL/REAR BRAKE RESERVOIR HOSE,"SERVICE BRAKES, HYDRAULIC",Vehicle,1765.0,No,No
05/24/1999,Honda (American Honda Motor Co.),HONDA/THROTTLE CABLE,VEHICLE SPEED CONTROL,Vehicle,,No,No
05/24/1999,Skyline Corporation,SKYLINE/TIRES,EQUIPMENT,Vehicle,57.0,No,No
05/21/1999,"Volkswagen Group of America, Inc.",VW/BRAKE BOOSTER,"SERVICE BRAKES, HYDRAULIC",Vehicle,88121.0,No,No
05/20/1999,"General Motors, LLC",GM/INTERIOR/SEATS,SEATS,Vehicle,59381.0,No,No
05/20/1999,"Nissan North America, Inc.",NISSAN/ALTERNATOR,ELECTRICAL SYSTEM,Vehicle,17000.0,No,No
05/20/1999,"Suzuki Motor USA, LLC",SUZUKI/CAM CHAIN TENSION ADJUSTER,ENGINE AND ENGINE COOLING,Vehicle,7828.0,No,No
05/19/1999,Ford Motor Company,FORD/SPEED CONTROL SWITCH,ELECTRICAL SYSTEM,Vehicle,262695.0,No,No
05/19/1999,"General Motors, LLC",GM/SIDE DOOR REAR LATCH,LATCHES/LOCKS/LINKAGES,Vehicle,282.0,No,No
05/19/1999,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/LOWER BALL JOINT BOOT,SUSPENSION,Vehicle,3789.0,No,No
05/19/1999,Toyota Motor Corporation,TOYOTA/LOWER BALL JOINTS,SUSPENSION,Vehicle,2737.0,No,No
05/18/1999,Blue Bird Body Company,BLUE BIRD/TAG AXLE,SUSPENSION,Vehicle,26.0,No,No
05/18/1999,Ford Motor Company,FORD/BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,15681.0,No,No
05/18/1999,"Stoughton Trailers, LLC",STOUGHTON/ACCURIDE/ALUMINUM DUAL WHEELS,WHEELS,Vehicle,13.0,No,No
05/17/1999,Blue Bird Body Company,BLUE BIRD/TAG AXLES,SUSPENSION,Vehicle,10.0,No,No
05/14/1999,Ducati North America,DUCATI/HANDLEBARS,STEERING,Vehicle,1496.0,No,No
05/14/1999,"ENTREPRISES USA, INC.",ENTREPRISES/CLIMBING TRAILERS,TRAILER HITCHES,Vehicle,5.0,No,No
05/12/1999,Shyft Group,SPARTAN/SEAT BELT RETENTION,SEAT BELTS,Vehicle,1753.0,No,No
05/10/1999,DAEWOO MOTOR DE PUERTO RICO,DAEWOO PUERTO RICOFMVSS 214/SIDE DOOR STRENGTH,AIR BAGS,Vehicle,9794.0,No,No
05/10/1999,Honda (American Honda Motor Co.),HONDA/BALL JOINTS,SUSPENSION,Vehicle,124875.0,No,No
05/10/1999,Isuzu Motors Limited,ISUZU/BALL JOINTS,SUSPENSION,Vehicle,104.0,No,No
05/10/1999,Volvo Trucks North America,VOLVO TRUCKS/AIR BRAKES,"SERVICE BRAKES, AIR",Vehicle,285.0,No,No
05/06/1999,BUELL MOTORCYCLE CO.,BUELL/FUEL TANK MOUNTING,"FUEL SYSTEM, GASOLINE",Vehicle,10556.0,No,No
05/06/1999,BUELL MOTORCYCLE CO.,BUELL/FUEL TANK VENT VALVE ASSEMBLY,"FUEL SYSTEM, GASOLINE",Vehicle,12321.0,No,No
05/06/1999,BUELL MOTORCYCLE CO.,BUELL/REAR SHOCK ABSORBER,SUSPENSION,Vehicle,8950.0,No,No
05/06/1999,BUELL MOTORCYCLE CO.,BUELL/SWINGARM,SUSPENSION,Vehicle,8950.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,736824.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FMVSS 108/DAYTIME LIGHTS,EXTERIOR LIGHTING,Vehicle,1635.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/HYDRAULIC CLUTCH LINE,POWER TRAIN,Vehicle,8883.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/INSTRUMENT PANEL SCREWS,UNKNOWN OR OTHER,Vehicle,1989.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LABEL,STRUCTURE,Vehicle,175000.0,No,No
05/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LOWER CONTROL ARM,SUSPENSION,Vehicle,744.0,No,No
05/06/1999,FREIGHTLINER LLC,FREIGHTLINER/FMVSS 101,UNKNOWN OR OTHER,Vehicle,1166.0,No,No
05/06/1999,FREIGHTLINER LLC,FREIGHTLINER/HYDRAULIC BRAKE TUBE ROUTING,"SERVICE BRAKES, HYDRAULIC",Vehicle,185.0,No,No
05/06/1999,"SAAB CARS USA, INC.",SAAB/AIR BAG MODULE,AIR BAGS,Vehicle,26116.0,No,No
05/06/1999,"WESTERN STAR TRUCKS, INC.",WESTERN STAR/TRUCK HUB,SUSPENSION,Vehicle,1.0,No,No
05/05/1999,Ford Motor Company,FORD/HEADLIGHT SWITCH/WIRING HARNESS,EXTERIOR LIGHTING,Vehicle,605581.0,No,No
05/05/1999,FREIGHTLINER LLC,FREIGHTLINER/STEERING COLUMN,STEERING,Vehicle,36.0,No,No
05/04/1999,"FTCA, Inc.",FLEETWOOD FOLDING TRAILER/TIRE CLEARANCE,STRUCTURE,Vehicle,630.0,No,No
05/04/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/WINDSHIELD WIPER ASSEMBLY,VISIBILITY,Vehicle,4553.0,No,No
05/03/1999,"BMW of North America, LLC",BMW/BRAKE RETAINING CLIP,"SERVICE BRAKES, HYDRAULIC",Vehicle,31067.0,No,No
04/29/1999,BUELL MOTORCYCLE CO.,BUELL/BATTERY CABLE,ELECTRICAL SYSTEM,Vehicle,3878.0,No,No
04/29/1999,BUELL MOTORCYCLE CO.,BUELL/REAR BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,1765.0,No,No
04/29/1999,BUELL MOTORCYCLE CO.,BUELL/SIDESTAND SWITCH,UNKNOWN OR OTHER,Vehicle,10255.0,No,No
04/29/1999,Ford Motor Company,FORD/WHEEL LUG NUTS,WHEELS,Vehicle,53784.0,No,No
04/29/1999,HART TRAILERS,HART/HORSE TRAILER SAFETY CABLE,TRAILER HITCHES,Vehicle,133.0,No,No
04/28/1999,Ford Motor Company,FORD/TRANSFER CASE/DRIVESHAFT,POWER TRAIN,Vehicle,10951.0,No,No
04/28/1999,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/AUTOMATIC TRANSMISSION,POWER TRAIN,Vehicle,5.0,No,No
04/27/1999,DAEWOO MOTOR AMERICA,DAEWOO/FMVSS 214/SIDE DOOR STRENGTH,STRUCTURE,Vehicle,2929.0,No,No
04/27/1999,Ford Motor Company,FORD/FMVSS 301,"FUEL SYSTEM, GASOLINE",Vehicle,293650.0,No,No
04/27/1999,Ford Motor Company,FORD/FMVSS 301,"FUEL SYSTEM, GASOLINE",Vehicle,102700.0,No,No
04/27/1999,"PREVOST CAR, INCORPORATED",PREVOST/BRAKE LINES,"SERVICE BRAKES, HYDRAULIC",Vehicle,116.0,No,No
04/26/1999,BUELL MOTORCYCLE CO.,BUELL/FRONT ISOLATOR MOUNT SYSTEM,SUSPENSION,Vehicle,5208.0,No,No
04/26/1999,"General Motors, LLC",GM/FMVSS 102/TRANSMISSION,POWER TRAIN,Vehicle,99333.0,No,No
04/26/1999,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/WIRING HARNESS,ELECTRICAL SYSTEM,Vehicle,278.0,No,No
04/22/1999,PACCAR Incorporated,PACCAR/WHEELS,WHEELS,Vehicle,3405.0,No,No
04/20/1999,"Champion Bus, Inc.",CHAMPION/POWER STEERING,"SERVICE BRAKES, HYDRAULIC",Vehicle,18.0,No,No
04/20/1999,FREIGHTLINER LLC,FREIGHTLINER/DRIVELINE FASTENERS,PARKING BRAKE,Vehicle,1935.0,No,No
04/16/1999,"Jayco, Inc.",JAYCO/ELECTRICAL WIRING,EQUIPMENT,Vehicle,259.0,No,No
04/15/1999,"Triumph Motorcycles America, Ltd.",TRIUMPH/OIL SEEPAGE,ENGINE AND ENGINE COOLING,Vehicle,1198.0,No,No
04/14/1999,"General Motors, LLC",GM/BRAKES,"SERVICE BRAKES, HYDRAULIC",Vehicle,38.0,No,No
04/14/1999,"PREVOST CAR, INCORPORATED",PREVOST/HEIGHT CONTROL LEVER,SUSPENSION,Vehicle,81.0,No,No
04/13/1999,"NEW FLYER OF AMERICA, INC.",NEW FLYER/FMVSS 121,"SERVICE BRAKES, AIR",Vehicle,529.0,No,No
04/13/1999,Volvo Trucks North America,VOLVO TRUCKS/ENGINE COOLING FAN,ENGINE AND ENGINE COOLING,Vehicle,382.0,No,No
04/13/1999,"WORLD TRANS, INC.",WORLD TRANS/TIE ROD ASSEMBLY,STEERING,Vehicle,81.0,No,No
04/12/1999,"COACHMEN INDUSTRIES, INC.",COACHMEN/ELECTRICAL WIRING,EQUIPMENT,Vehicle,3073.0,No,No
04/12/1999,FREIGHTLINER LLC,FREIGHTLINER/REAR AXLE HOUSINGS,POWER TRAIN,Vehicle,139.0,No,No
04/12/1999,FREIGHTLINER LLC,FREIGHTLINER/TIE ROD ASSEMBLY,STEERING,Vehicle,503.0,No,No
04/12/1999,"General Motors, LLC",GM/ALUMINUM WHEELS,WHEELS,Vehicle,352.0,No,No
04/12/1999,"General Motors, LLC",GM/ELECTRICAL SHORT,ELECTRICAL SYSTEM,Vehicle,29766.0,No,No
04/12/1999,"General Motors, LLC",GM/STEERING,STEERING,Vehicle,59.0,No,No
04/12/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT/FRAME,STRUCTURE,Vehicle,4249.0,No,No
04/08/1999,"MAXIM TRUCK COMPANY, INC.",MAXIM/SUSPENSION,SUSPENSION,Vehicle,16.0,No,No
04/06/1999,Capacity of Texas,CAPACITY/TIE ROD ASSEMBLY,STEERING,Vehicle,70.0,No,No
04/06/1999,"GEORGIE BOY MFG., LLC",GEORGIE BOY/FUEL TANK STRAPS,"FUEL SYSTEM, GASOLINE",Vehicle,490.0,No,No
04/06/1999,"Kawasaki Motors Corp., U.S.A.",KAWASAKI/FUEL INJECTION SYSTEM,"FUEL SYSTEM, GASOLINE",Vehicle,2779.0,No,No
04/06/1999,PACCAR Incorporated,PACCAR/AIR BRAKES,"SERVICE BRAKES, AIR",Vehicle,493.0,No,No
04/05/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LOWER BALL JOINT BOOT,SUSPENSION,Vehicle,165857.0,No,No
04/05/1999,"Mitsubishi Motors North America, Inc.",MITSUBISHI/LOWER BALL JOINT BOOT,SUSPENSION,Vehicle,307000.0,No,No
04/05/1999,"Mitsubishi Motors North America, Inc.",MITSUBISHI/LOWER BALL JOINT BOOT,SUSPENSION,Vehicle,1731.0,No,No
03/31/1999,Mazda North American Operations,MAZDA/CRUISE/SPEED CONTROL CABLE,VEHICLE SPEED CONTROL,Vehicle,22000.0,No,No
03/31/1999,"SAFARI MOTOR COACHES, INC.",SAFARI//HEATING SYSTEM,EQUIPMENT,Vehicle,413.0,No,No
03/30/1999,Ford Motor Company,FORD/CRUISE/SPEED CONTROL CABLE,VEHICLE SPEED CONTROL,Vehicle,898739.0,No,No
03/30/1999,Ford Motor Company,FORD/SEAT LUBRICATION,SEATS,Vehicle,2012.0,No,No
03/29/1999,FREIGHTLINER LLC,FREIGHTLINER/ABS PLUMBING,"SERVICE BRAKES, AIR",Vehicle,142.0,No,No
03/29/1999,FREIGHTLINER LLC,FREIGHTLINER/AIR BRAKES,"SERVICE BRAKES, AIR",Vehicle,285.0,No,No
03/29/1999,Shyft Group,SPARTAN/FRONT SUSPENSION,SUSPENSION,Vehicle,30.0,No,No
03/26/1999,"BMW of North America, LLC",BMW/SIDE DOOR AIR BAGS,AIR BAGS,Vehicle,34701.0,No,No
03/25/1999,"Nissan North America, Inc.",NISSAN/SEAT LUBRICATION,SEATS,Vehicle,1600.0,No,No
03/23/1999,AM GENERAL LLC,AM GENERAL/MASTER BRAKE CYLINDER,"SERVICE BRAKES, HYDRAULIC",Vehicle,186.0,No,No
03/23/1999,IC CORPORATION,AMTRAN/FLIP SEATS,SEATS,Vehicle,7738.0,No,No
03/23/1999,"General Motors, LLC",GM/POWER STEERING,STEERING,Vehicle,75.0,No,No
03/22/1999,"Volkswagen Group of America, Inc.",VW/FUEL SPILLAGE,"FUEL SYSTEM, GASOLINE",Vehicle,27964.0,No,No
03/17/1999,Ford Motor Company,FORD/FMVSS 114,ELECTRICAL SYSTEM,Vehicle,4569.0,No,No
03/16/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/AIR BRAKES,"SERVICE BRAKES, AIR",Vehicle,1547.0,No,No
03/16/1999,Volvo Trucks North America,VOLVO TRUCK/STEERING SHAFT,STEERING,Vehicle,63.0,No,No
03/15/1999,Ford Motor Company,FORD/AIR BRAKE SYSTEM,"SERVICE BRAKES, AIR",Vehicle,1687.0,No,No
03/15/1999,Ford Motor Company,FORD/CARGO DOOR HINGES,LATCHES/LOCKS/LINKAGES,Vehicle,2893.0,No,No
03/15/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/INNER WHEEL CONE,SUSPENSION,Vehicle,4024.0,No,No
03/15/1999,"Timpte, Inc.",TIMPTE/FRAME,TRAILER HITCHES,Vehicle,49.0,No,No
03/12/1999,"General Motors, LLC",GM/FRONT SEAT BACK RECLINERS,SEATS,Vehicle,138691.0,No,No
03/12/1999,TEXTRON,TEXTRON/FMVSS 122/BRAKES,"SERVICE BRAKES, HYDRAULIC",Vehicle,2309.0,No,No
03/11/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/CNG FUEL LEAK,"FUEL SYSTEM, OTHER",Vehicle,45.0,No,No
03/11/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/PASSENGER AIR BAG,AIR BAGS,Vehicle,488.0,No,No
03/11/1999,Ducati North America,DUCATI/BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,97.0,No,No
03/11/1999,Ducati North America,DUCATI/FUEL LINE,"FUEL SYSTEM, GASOLINE",Vehicle,560.0,No,No
03/11/1999,Ducati North America,DUCATI/FUEL LINE,"FUEL SYSTEM, GASOLINE",Vehicle,793.0,No,No
03/04/1999,"Mitsubishi Motors North America, Inc.",MITSUBISHI/AUTOMATIC TRANSMISSION,POWER TRAIN,Vehicle,10000.0,No,No
03/03/1999,"GEORGIE BOY MFG., LLC",GEORGIE BOY/MAGNETEK/POWER CONVERTER,ELECTRICAL SYSTEM,Vehicle,133.0,No,No
03/03/1999,Shyft Group,SPARTAN/COOLING HOSES,ENGINE AND ENGINE COOLING,Vehicle,133.0,No,No
03/03/1999,"Subaru of America, Inc.",SUBARU/COLD WEATHER/ABS MASTER CYLINDER,"SERVICE BRAKES, HYDRAULIC",Vehicle,221987.0,No,No
03/01/1999,IC CORPORATION,AMTRAN/REAR BRAKE ASSEMBLIES,"SERVICE BRAKES, HYDRAULIC",Vehicle,523.0,No,No
03/01/1999,Ford Motor Company,FORD/FMVSS 120,EQUIPMENT,Vehicle,32240.0,No,No
02/25/1999,NEOPLAN USA CORPORATION,NEOPLAN/ARTICULATED BUSES,SUSPENSION,Vehicle,238.0,No,No
02/25/1999,"Volvo Car USA, LLC",VOLVO/FMVSS 301,"FUEL SYSTEM, GASOLINE",Vehicle,3632.0,No,No
02/24/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/CNG CYLINDER,"FUEL SYSTEM, OTHER",Vehicle,45.0,No,No
02/18/1999,Motor Coach Industries,MCI/STEERING ARM MAINTENANCE,STEERING,Vehicle,19600.0,No,No
02/16/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/TIE ROD ASSEMBLY,STEERING,Vehicle,40091.0,No,No
02/16/1999,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/FUEL HOSE,"FUEL SYSTEM, GASOLINE",Vehicle,715.0,No,No
02/12/1999,"Foretravel, Inc.",FORE TRAVEL/TAG AXLE ABS,"SERVICE BRAKES, HYDRAULIC",Vehicle,26.0,No,No
02/11/1999,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/FRONT SEAT BELT SHOULDER ANCHOR,SEAT BELTS,Vehicle,2600.0,No,No
02/10/1999,Blue Bird Body Company,BLUE BIRD/BATTERY CABLE,ELECTRICAL SYSTEM,Vehicle,2261.0,No,No
02/09/1999,Ford Motor Company,FORD/FUEL PUMP/WIRING HARNESS,ELECTRICAL SYSTEM,Vehicle,23097.0,No,No
02/09/1999,Ford Motor Company,FORD/IGNITION SWITCH ELECTRICAL SHORT,ELECTRICAL SYSTEM,Vehicle,762201.0,No,No
02/09/1999,"Suzuki Motor USA, LLC",SUZUKI/STEERING COLUMN SHAFT COUPLER,STEERING,Vehicle,38.0,No,No
02/08/1999,FREIGHTLINER LLC,FREIGHTLINER/THROTTLE RETURN SPRING,VEHICLE SPEED CONTROL,Vehicle,1770.0,No,No
